bank_name,address,city,state,phone,latitude,longitude
Civil Surgeon General Hospital Blood Bank,"District General Hospital Compound, Z.P. Road, Akola, 444001",Akola,Maharashtra,0724 2434401,20.702666,77.001984
Godavari Foundation Blood Bank,"Hospital Building, 2nd Floor, Gate No. 315/316/321/305 Jalgaon - Bhsawal Road, N.H. No. 6,  Jalgaon (kh), 425309",Jalgaon,Maharashtra,"0257 3058539, 0257 3058526",21.023689,75.705103
M/s. Jalgaon Blood Bank and Component,"Near Mahesh Pragati Bhavan, Ring Road, Jalgaon, 425002",Jalgaon,Maharashtra,0257 2222278,21.00408,75.493766
District Hospital Blood Bank,"District Hospital, 451551",Barwani,Madhya Pradesh,07290 222025,22.02134,74.541084
District Hospital Blood Bank,"Bhoj District Hospital, Mandu Road, 454001",Dhar,Madhya Pradesh,07292 235246,22.594249,75.308054
Askaran Tarachand Jain Blood Bank,"Jawahar Market, First Floor, Near Police Station Chopda, Jalgaon, 425107",Jalgaon,Maharashtra,"02586 221019, 02586 220457, 02586 220468",21.008464,75.568216
District Hospital for Women Blood Bank,"Plot No.2, OPD Building, District Hospital for Women, Near Durga Chowk, Akola-444005, 444001",Akola,Maharashtra,"0724 2433398, 0724 2433778",20.714492,77.008904
"Medical Care Centre Trust, Shri Jalaram Blood Bank, Vadodara","Medical Care Centre Trust, Shri Jalaram Blood Bank, Kashiben Gordhandas Patel Children Hospital,Surajben Gordhanbhai Patel Women&#39;s Hospital, Jalaram Marg, 
Karelibaug, Vadodara, 390018",Vadodara,Gujarat,0265 2464130,22.314965,73.195356
District Hospital Blood Bank,"District Hospital, 450001",Khandwa,Madhya Pradesh,0733 2230779,21.824535,76.343016
Jivan Jyoti Hospital Blood Bank,"Meghnagar, 457779",Meghnagar,Madhya Pradesh,"07392 243312, 07390 284455",22.913396,74.53969
Dhiraj General Blood Bank Vadodara,"Dhiraj General Blood Bank, Mu. Post:-Waghodiya, Pipariya, Vadodara, 391760",Vadodara,Gujarat,"02668 225264, 02668 245265, 02668 245266",22.30732,73.181079
Indian Red Cross Society Blood Bank,"Near Civil Hospital, Athwadi Bazar, Opposite to B.J.Market, Jalgaon, 425001",Jalgaon,Maharashtra,"0257 2226233, 0257 2236255, 0257 2235855",21.011122,75.567945
GMERS Medical College and General Hospital Blood Bank,"Blood Bank, GMERS General Hospital and Medical College, 
Gotri, 390021",Vadodara,Gujarat,"0265 2398008, 0265 6541395",22.313751,73.148086
ICON Blood Bank - Ganediwal Charitable Trust,"Ganediwal Charitable Trust, ICON Blood Bank, ICON Hospital, Kedia Plot, Akola",Akola,Maharashtra,0724 2411263,20.713446,77.011958
Sahada Blood Bank - Shree Swami  Samartha Vaidyakiya  Shaikshanik and Sanshodhan Sanstha,"C/o. 1st Floor, Shushrut Hospital, Khetiya Road, Survey 
No. 67/3, Plot No. 3, Sahada, Nandurbar, 425409",Nandurbar,Maharashtra,9371855918,21.554798,74.472874
Chandubhai Somabhai Patel Blood Bank,"Chandubhai Somabhai Patel Blood Bank (of Arogyaseva Mandal), Rashtriyapura, Amravati Road, 450331",Burhanpur,Madhya Pradesh,07325 255133,21.304,76.224
Dr. Vivek Pimpalkar Blood Bank,"Najul Shit No. 408, Plot No-9/7, Krishna Kripa Building,  M.G.Road, Akola, 444101",Akola,Maharashtra,0724 2438271,21.106181,77.072925
Shri Bhausaheb Hire Government Medical College and Hospital Blood Bank,"Civil Hospital Compound, Sakri Road Dhule, 424001",Dhule,Maharashtra,02562 288833,20.863814,74.761869
Navjeevan Medical Relief & Research Society&#39;s Shree Navjeevan Blood Bank and Component Laboratary,"Plot No. 39, S. No. 579/3+5, Sushil Nagar Behind Vaibhav Nagar, Dhule.(424001)(M.S.), 424001",Dhule,Maharashtra,"02562 245662, 02562 246289, 02562 244662",20.894428,74.759698
Jeevan Jyoti Blood Bank,"3252 Agra Road, Near Prabhakar Theater, 424001",Dhule,Maharashtra,02562 232807,20.897883,74.775354
Dhanwantri Blood Bank,"H. No. 5/464/1, T. P. Scheme, No-1, Survey No 124/1/3A Plot No. 777/3, Jamner Road, Rangoli Hotel, Jawal Anand Nagar Bhusawal, Jalgaon, 425201",Jalgaon,Maharashtra,02582 243243,21.034297,75.781029
Civil Hospital Blood Bank,"Civil Hospital Blood Bank, Dixit Wadi, Zilha Peth, Jalgaon, 425001",Jalgaon,Maharashtra,"0257 2226642, 0257 2252145",21.00845,75.568216
Arpan Blood Bank,"Atul Medical and Rehabilitation Society, Arpan Blood Bank,  Jain Oswal Boarding, Ganpati Road, Near Santoshi Mata Mandir, Dhule, Nashik, 424001",Dhule,Maharashtra,"02562 229163, 02562 229164, 02562 229165",20.904116,74.77767
LPS Institute of Cardiology,"Mall Road, Sarvodaya Nagar, 208002",Kanpur,Uttar Pradesh,0512 2532269,26.481154,80.303811
Bhailal Amin General Hospital Blood Bank,"Blood Bank, Bhailal Amin General Hospital Blood Bank, 
Alembic Road, Vadodara",Vadodara,Gujarat,"0265 2307038, 0265 2307039, 0265 2286666",22.325426,73.163239
Akola Diagnostic Centre Blood Bank and Component Lab,"Shivshirsh, Opposite to Gajanan Hospital, Ramnagar, Akola, 444001",Akola,Maharashtra,0724 2458777,20.70644,77.011207
Indu Blood Bank Vadodara,"Indu Blood Bank, III Floor, Vinraj Plaza, Opposite to Government Press, Khoti, Vadodara, 390001",Vadodara,Gujarat,"0265 2437676, 0265 2411477",22.304204,73.1935
Civil Surgeon - District General Hospital Blood Bank,"Nandurbar, Railway Station Road Survey No.406, Civil Hospital Compound,  Sakri Road, Near Collector Office Nandurbar, 425412",Nandurbar,Maharashtra,"02564 202510, 02564 210135, 02564 226225, 02564 210122",21.33867,74.234768
District Hospital Blood Bank,"District Hospital, Sanawad Road, 451001",Khargone,Madhya Pradesh,07282 250702,21.831932,75.628611
"Indian Red Cross Society (IRCS), Kalol, Gandhinagar","Blood Bank, Indian Red Cross Society, Sheth C.S. Municipal Hospital, Kalol, Gandhinagar, 382721",Gandhinagar,Gujarat,02764 227836,22.608583,73.459578
Shree Sardar Smarak Hospital Blood Bank,"Blood Bank, Shree Sardar Smarak Hospital Blood Bank, 
Station Road, Sardar Baug, Bardoli, Surat, 394602",Surat,Gujarat,"02622 220089, 02622 220507",21.130451,73.108096
Shriram Blood Bank,"T. K. Chambers, Ratanlal Plot, Akola, 444005",Akola,Maharashtra,"0724 2433175, 0724 2432175",21.106181,77.072925
District Hospital,"District Hospital, 450331",Burhanpur,Madhya Pradesh,07325-251166,21.204824,76.114212
"Nathani Voluntary Blood Bank,  Rajkot","Nathani Voluntary Blood Bank and Blood Tranfusion. 
11, Tejash Building,20/22, New Janpath Plot, Rajkot",Rajkot,Gujarat,"0281 2480659, 0281 6522111",22.2943,70.788614
SMIMER Hospital Blood Bank,"Blood Bank, Surat Municipal Institute for Medical Education and Research, (SMIMER), Umarwada, Surat, 395010",Surat,Gujarat,"0261 2368040, 0261 2368041, 0261 2368042, 0261 2368043, 0261 2368044 (Extn.1728,1729)",21.196246,72.845477
Shri Jivanprakash Foundation Voluntary Blood Bank,"Shri Jivanprakash Foundation Voluntary Blood Bank, Vikram Commercial Complex, Sardar Baug Road, Junagadh, 362001",Junagadh,Gujarat,"0285 2630672, 0285 2631672",21.520902,70.453799
Jagruti Charitable Trust Blood Bank Dhoraji,"Jagruti Charitable Trust Blood Bank, Azad Chowk, Three Gate, Dhoraji, Rajkot, 360410",Rajkot,Gujarat,02824 222485,21.731878,70.450128
Sir T. General Hospital Blood Bank,"Blood Bank, Sir T. General Hospital, Dr. H. L. Vaidhya Marg, 
Kalanala, Bhavnagar, 364001",Bhavnagar,Gujarat,"0278 2520091, 0278 2423250",21.767673,72.141981
Smt. Sonalien A. Shah Blood Bank,"Blood Bank, Omkar Paramedical Charitable Trust Organization, Smt. Sonaliben A. Shah Blood Bank, 2nd Floor, Patel Chamber,Paliad Road, Botad, Bhavnagar",Bhavnagar,Gujarat,"0278 255361, 0278 256099",22.178967,71.651792
Jetpur Medical Foundation Trust Blood Bank Jetpur,"Blood Bank, Jetpur Medical Foundation Trust, 2nd Floor, opp. Union Bank of India, Kanakiya Plot, Jetpur, Rajkot, 360370",Rajkot,Gujarat,02827 226123,21.757189,70.622644
Rajkot Voluntary Blood Bank and Research Centre,"Rajkot Voluntary Blood Bank and Research Centre, 
Pitroda House, Malaviya Road, Rajkot, 360002",Rajkot,Gujarat,0281 2234242,22.287302,70.8003
General Hospital Blood Bank Porbandar,"Blood Bank, General Hospital, Porbandar, 360575",Porbandar,Gujarat,0286 2242910,21.636578,69.628472
Red Cross Blood Bank Rajkot,"Red Cross Building, 1st Floor, Suchak Road, Near Kundaliya College, Rajkot, 360001",Rajkot,Gujarat,"0281 2466260, 08866871717",22.295381,70.796956
Indu Voluntary Blood Bank,"Indu Voluntary Blood Bank Managed by Charotar Health Research Foundation Trust, Jashganga Complex, Station Road, Anand, 388001",Anand,Gujarat,02692 259596,22.596385,72.80717
New Civil Hospital Blood Bank,"Blood Bank, The New Civil Hospital, Outside Majura Gate, 
Surat, 395001",Surat,Gujarat,"0261 2230909, 0261 2244456 (ext 312), 0261 2244457, 0261 2244458, 0261 2244459, 0261 2208312",21.180272,72.821117
A.D. Gorwala Karamsad Blood Bank,"A.D.Gorwala Blood Bank, Pramukhswami Medical College and Shree krishna Hospital, Gokulnagar, Karamsad, Anand, 388325",Karamsad,Gujarat,"02692 228323, 02692 228324",22.539473,72.890433
General Hospital Blood Bank,"Blood Bank, General Hospital, Jamkhambhalia, Jamnagar, 361001",Jamnagar,Gujarat,02833 234704,22.208586,69.651914
"Lok Samarpan Raktadan Kendra, Surat","Lok Samarpan Raktadan Kendra Blood Bank, 
15, Miranagar, Opp.Saurastra Bhavan,
Mini Bazar, Varachha Road, 
Surat, 395006",Surat,Gujarat,"0261 2553020, 0261 2547575",21.219718,72.910619
Jamnagar Voluntary Blood Bank,"Jamnagar Voluntary Blood Bank, 1st Floor, Shakuntla Apart.
Hawai Chowk, Jamnagar",Jamnagar,Gujarat,"0288 2673339, 0288 2541070",22.461884,70.072017
Lions Club Khambat Blood Bank,"Blood Bank, The Secretary, Lions Club (Society), Lions Medical Centre, Pith Bazar, Khambhat, Anand District",Kambhat,Gujarat,02698 220516,21.520533,70.454461
General Hospital Blood Bank Junagadh,"Blood Bank, General Hospital, Azad Chowk, Mahatma Gandhi Road, Junagadh, 362001",Junagadh,Gujarat,"0285 2651436, 0285 2620652",21.520666,70.459367
Life Line Charitable Blood Bank,"156 A, Gulab Rai Marg, Delhi Gate, 282002",Agra,Uttar Pradesh,9997031902,28.33669,79.420104
Indian Red Cross Society Blood Bank Navsari,"Blood Bank, Indian Red Cross Society, B.K.Shah Red Cross Bhavan, Station Road, Navsari, 396445",Navsari,Gujarat,"02637 257452, 02673 253172",20.949882,72.918373
Navdeep Blood Bank,"Navdeep Blood Bank, Sankalp Complex, First Floor, 
S.T. Road,opp Dr. Chikkhalia Hospital, Junagadh",Junagadh,Gujarat,0285 2631127,21.520745,70.454426
Surat Health Care Foundation Blood Bank,"Blood Bank, Aminaben Gangat and Ayeshaben Patel Blood Bank, Surat Health Care Foundation, C/o. Lokhat Hospital, Nr. Rampura Petrol Pump, Rampura, Surat, 395003",Surat,Gujarat,"0261 2401362, 0261 2400094",21.195,72.819444
Indian Red Cross Society Blood Bank,"Blood Bank, Indian Red Cross Society, Sardar Bhavan, Opposite to Municipal Building, Sardar Ganj Road, Anand, 388001",Anand,Gujarat,"02692 243406, 02692 268822",22.554608,72.960402
Indian Red Cross Society Blood Bank Petlad,"Blood Bank, Indian Red Cross Society, Opposite to Ranchodji Temple, Petlad, Anand, 388450",Petlad,Gujarat,02697 222251,22.564674,72.96086
Shree Mahavir Health And Medical Relief Society Blood Bank,"Blood Bank, Shree Mahavir Health And Medical Relief Society, Shri B.D.Mehta  Mahavir Heart Institute, Shree Mahavir Health Campus,  Athwagate, Ring road, Surat, 395001",Surat,Gujarat,"0261 2471770, 0261 2462116",21.184104,72.813897
P.D.U. Medical College Blood Bank,"Blood Bank, P.D.U. Medical College and General Hospital,
R.Nc.102, Jamnagar Road, Rajkot, 360001",Rajkot,Gujarat,"0281 2450385, 0281 2458337, 0281 2458338, 0281 2458339",22.304595,70.799732
Surat Raktdan Kendra,"Surat Raktdan Kendra, Udhna Khatodara Health Centre, 
Near Chosath Joganiyo Mataji Mandir, Udhna, Magdalla Road, Surat., 394210",Surat,Gujarat,"0261 2630114, 0261 2635533",21.172667,72.829951
Bhavnagar Blood Bank,"Bhavnagar Blood Bank, Ofice No. 1,2,3 - Plot No. 1686, B-Wing, 1st Floor, Municipal Commercial Complex, Sardar Nagar Circle, Sardarnagar, Bhavnagar, 364001",Bhavnagar,Gujarat,0278 2561526,21.76982,72.160378
Bambhaniya Voluntary Blood Bank,"Bambhaniya Voluntary Blood Bank Trade Centre, Kalanain Circle, Bhavnagar, 364001",Bhavnagar,Gujarat,"0278 2224744, 0278 3004744",21.774103,72.143714
Tata Chemical Limited Blood Bank Mithapur,"Blood Bank, Tata Chemical Limited, Okhamandal, Mithapur, 
Jamnagar",Jamnagar,Gujarat,9227887029,22.205519,69.102536
Ghanshyam Pathlology Laboratory and Blood Bank,"Ghanshyam Pathlology Laboratory and Blood Bank, Krishna Road,  B/h . Mayfair Hotel, Anand, 388001",Anand,Gujarat,"02692 252744,   02692 252667",22.556549,72.963992
Indian Red Cross Society Blood Bank,"Indian Red Cross Society managed, C.R. Parikh Blood Bank, Indian Red Cross Society Building, Railway Station Road, 
Kapadwanj, Kheda, 387620",Kapadwanj,Gujarat,02691 263255,22.021536,73.0772
"Sardar Patel voulantary Blood Bank, Keshod","Sardar patel voulantary Blood Bank, 1st Floor Sheetal Building, Ramnagar station road, Keshod, Junagadh, 362220",Keshod,Gujarat,02871 233353,21.297078,70.246131
Navkar Charitable Trust Mahuva Blood Bank,"Blood Bank Navkar Charitable Trust, Opposite to Nagrik Bank, Vasi Talav, Mahuva, Bhavnagar, 364290",Bhavnagar,Gujarat,02844 224464,21.088961,71.769089
Tulsi Pathology Laboratory and Blood Bank,"Tulsi Pathology Laboratory and Blood Bank, Bhairav Para, 
Palitana, Bhavnagar",Bhavnagar,Gujarat,02848 252707,21.529208,71.824705
Lions Medical Trust Blood Bank Chikhali,"Blood Bank, Lions Medical Research and Educational Charitable Trust Blood Bank, Opposite to Referral Hospital, 
Chikhali, Navsari, 396521",Navsari,Gujarat,02634 234311,20.947927,73.028072
"Navjeevan Blood Bank and Clinical Laboratory,  Veraval","Navjeevan Blood Bank and Clinical Laboratory, Lilashah Shopping Centre, First Floor, Nr. Bus Station, Veraval, 
Junagadh",Junagadh,Gujarat,02876 221415,20.919489,70.352739
Kumarpal Gandhi Blood Bank,"&#34;B&#34; Block,1st Floor, Near Palika Shopping Centre, Near Gujarat Gas Circle, Ankleshvar",Bharuch,Gujarat,02646 244530,21.628147,72.995778
Nationality Development Foundation Blood Bank Rajkot,"Blood Bank, Nationality Development Foundation,
Smt. S.C.Patel (Field Marshal Blood Banks), Medicare, 3rd Floor, Vidyanagar Main Road, Rajkot, 360002",Rajkot,Gujarat,"0281 2480043, 0281 2481717",22.283334,70.799999
Astha Voluntary Blood Bank Gondal,"Astha Voluntary Blood Bank, Jetpur Road, Opposite to
Hava Mahel, Near G.F.D.C. Gate, Gondal, Rajkot, 360330",Gondal,Gujarat,02825 220828,21.959147,70.803122
Saurastra Voluntary Blood Bank Rajkot,"Kathiyawad Medical Education Trust sanchalit Saurastra Voluntary Blood Bank and Research Centre, Shashikunj commercial complex, 621, Mangal Park, Nirmalaconvent Road, Near Madhi Chowk, Rajkot, 360002",Rajkot,Gujarat,0281 2450301,22.30301,70.787022
Shri Ram Blood Bank Porbandar,"Shri Ram Blood Bank, Star Compound, M.G. Road, 
Porbandar, 360575",Porbandar,Gujarat,0286 2240092,21.640642,69.604689
G.G.Hospital Blood Bank,"Blood Bank, The  M.P.Shah  Medical College and Guru Govindsinh Hospital, Jamnagar, 361008",Jamnagar,Gujarat,0288 2661052,22.48531,70.058561
Diu District Blood Bank,"Govt Hospital
Near Sports Complex, Main Road, DIU, 362520",Diu,Daman and Diu,02875 252480,20.712855,70.988929
Indian Red Cross Society Blood Bank,"Mahatma Muldas Red Cross Bhavan, Civil Hospital Campus, 365601",Amreli,Gujarat,"02792 223034, 02792 232854",21.606994,71.22186
Government District Head Quarters Hospital Blood Bank,"Ground Floor, Mahaboobnagar, 509001",Mahaboobnagar,Telangana,N/A,16.750213,77.991441
M/s. Medicare Multispeciality Hospital Blood Bank,"Badagu Health Services Private Limited, 1st Floor, Darga Road, Santraswadi, 585101",Gulbarga,Karnataka,08472 262524,17.337775,76.844343
M/s. Indian Red Cross Society Blood Bank Yadgir,"Gate no:-3,Government District Hospital Premises, 585201",Yadgir,Karnataka,08473 250355,16.752789,77.138698
Rajaram Bapu Blood Bank,"Islampur C.S. No. 99/1, Near Islampur Spiral CT-Scan,
Peth-Sangli Road, 415409",Sangli,Maharashtra,02342 224939,17.048399,74.251122
Indian Red Cross Society Blood Bank,"Khareghat Road, Ratnagiri, 415612",Ratnagiri,Maharashtra,"02352 223262, 02352 222347",17.019013,73.298977
Health Care Blood Bank,"3-400/401 A, Ist Floor, Taj Complex, Gazipura, 585104",Gulbarga,Karnataka,08472 261886,17.3353831,76.8361997
Kolhapur Municipal Corporation Blood Bank,"C.T.S. 83 D-Ward, Near Kasba Gate Police, Chowky, Kolhapur, 416002",Kolhapur,Maharashtra,0231 2541870,16.698607,74.223891
M/s. Sai Aadhar Hospital Blood Bank,"Sai Aadhar Hospital, Yadwad Road, 587313",Mudhol,Karnataka,08350 282100,16.325218,75.289397
Rajarshi Shahu Blood Bank,"Rotary Samaj Seva Centre, 253, K.E.Assembly Road, Kolhapur, 416002",Kolhapur,Maharashtra,0231 2651640,16.691308,74.244866
Dr. B. N. M. Rural Ayurvedic Medical College and Hospital Blood Bank,"Smt. Sushiladevi Nagur Colony, College Road, 586101",Bijapur,Karnataka,0835 2655760,16.8301759,75.7078424
Padmabhushan Vasantdada Patil Government Hospital Blood Bank,"Padmabhushan Vasantdada Patil Government Hospital , Blood Bank, Dr. Ambedkar Road, Sangli ., 416416",Sangli,Maharashtra,"0233 2374651, 0233 2374652, 0233 2374653, 0233 2374654, 0233 2374655",16.852571,74.574678
Shri.R.R.Patil Shikashan Sheti sanshodhan Aani vikas sanstha Blood Bank,"M/s Adhar Blood Bank, 1st Floor, C.S. No. 16432 / 1, H No. 12/966, C/o. Dr. Dilip Joshi Hospital, Sambhaji Chowk, Rajaram Road, Ichalkaranji, Tal - Hatkanangle, Kolhapur, 416115",Kolhapur,Maharashtra,"0230 2430073, 0230 2430074",16.680271,74.461733
S. S. Venutai Y. Chavan Sub-District Hospital Blood Bank Karad,"Plot No. 290/91, Budhwar Peth Station Road, Karad, Satara, 415110",Satara,Maharashtra,"02164 222459, 02164 221020",17.288048,74.186177
Indian Red Cross Society Blood Bank,"Govt. Community Health Centre, Vikarabad, Ranga Reddy, 501101",Vikarabad,Telangana,08416 252227,17.33643,77.904848
Civil Surgeon - General Hospital Blood Bank,"Civil Hospital, Ratnagiri, 415612",Ratnagiri,Maharashtra,02352 225616,16.989126,73.298866
Khaja Banda Nawaz Teaching and General Hospital Blood Bank,"Khaja Nagri, Station Main Road, 585102",Gulbarga,Karnataka,0847 2223458,17.352728,76.853237
Miraj Medical Centre - Wanless Hospital Blood Bank,"Wanless Hospital Blood Bank, Medical Centre, Miraj, 416410",Sangli,Maharashtra,"0233 2223291, 0233 2223292, 0233 2223293, 0233 2223294, 0233 2223295",16.832135,74.645472
Yashwantrao Chavan Blood Bank,"Phase 5, Super Market, 1st Floor Hall No. 2/1 Final Plot No. 432,433, Shaniwar Peth, Karad, 415110",Satara,Maharashtra,02164 228122,17.275751,74.18181
Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit,"Shree Chatrapati Shivaji Education Societys, Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit,  Vita Road, Vidyagiri, Mayani, Satatra, 415102",Satara,Maharashtra,"02161 270661, 02161 270761 (Extn. 303)",17.431214,74.549364
Dr. D. Y. Patil Hospital Blood Bank,"Kadamwadi, Kolhapur, 416003",Kolhapur,Maharashtra,"0231 2653286, 0231 2651027",16.715186,74.256447
M/s. K. N. Gujar Blood Bank,"M/s K.N. Gujar Blood Bank, F. P. No. 21, 203/A/6, 1st Floor, K.N. Gujar Hospital, Shanivar Peth, Near S.T. Bus Stand, Karad, Satara, 415110",Satara,Maharashtra,02164 222868,17.278263,74.183727
Late Balasaheb Datye - Lions Blood Bank,"5/468, Datye Mala, Lions Park,  Ichalkaranji, Tal-Hatkanangale, Kolhapur, 416115",Kolhapur,Maharashtra,0230 2436130,16.681682,74.467741
Miraj Serological Institute Blood Bank,"S. No.795/A1, Dr. Bhalchandra Patil Hospital,  Zaribag Budhgaonkar Mala, Near Gulabrao Patil Medical College, Miraj, 416410",Sangli,Maharashtra,"0233 6451819, 0233 2211400",16.828931,74.639399
Bharati Vidyapeeth University Medical college And Hospital Blood Bank,"A/p Wanlesswadi, Miraj, 416414",Sangli,Maharashtra,"0233 2601594, 0233 2601593 (Extn. 266)",16.841716,74.617969
Acharya Shree Tulsi Blood Bank,"Gate No.1232 Sangli - Kolhapur Road, Jaysingpur Udgaon, Kolhapur, 416101",Kolhapur,Maharashtra,"02322 227955, 02322 228455",16.785709,74.56459
Krishna Hospital and Medical Research Centre Blood Bank Karad,"Poona Bangalore (NH 4) Highway, Near Debhewadi Road, Karad, Satara, 415110",Satara,Maharashtra,"02164 241456, 02164 242170",17.285065,74.185701
